Tweet,Suicide,Contains_Special_Characters,Length,Stopword_Proportion
"And it make NO logical sense, in their twisted vâ¦ https://t.co/nQqmX2vwmR",Potential Suicide post,True,11,0.45454545454545453
Interesting night! i love my sisters,Not Suicide post,True,6,0.3333333333333333
Unfortunately I canât leave well enough alone and in tryingâ¦ https://t.co/FCgrffTOSd,Potential Suicide post,True,11,0.2727272727272727
basil and hafiz are having a very nice gay moment in the studio,Not Suicide post,False,13,0.5384615384615384
",,I want to say ill never be active again. Not quite sure, i dont have any reason to be on here anymore anyways bye everyone take care.",Potential Suicide post,True,27,0.37037037037037035
RT : Pain! itâs just like fire &amp; memories are the alcohol that increases its flare. Have you ever felt the crack of your brokenâ¦,Potential Suicide post,True,25,0.4
"""And a certain centurion's servant, who was dear unto him, was sick, and ready to die."" ~Luke 7:2 #Jesus #God #Bible",Potential Suicide post,True,21,0.2857142857142857
" Woop! I'm keen to head to Sydney/Melbourne. Even if YYY come here, we should still roadtrip",Not Suicide post,True,16,0.3125
bom dia twitters,Not Suicide post,False,3,0.0
TweetDeck Icons Annoyng your Desktop? CHANGE http://tinyurl.com/dca4r7 (From Devianart http://tinyurl.com/djg77b ),Not Suicide post,True,11,0.09090909090909091
",Castroville, TX,RT : i just dont want to be here anymore",Potential Suicide post,True,11,0.45454545454545453
" Thank you, Kal!!! You're GREAT!!! Good luck on everything that you'll do!",Not Suicide post,True,12,0.3333333333333333
i almost attempted suicide again when someone blackmailed me and threatened to have me thrown in jail for something i didnt do he knew where i worked and my parents names,Potential Suicide post,False,31,0.5483870967741935
 Hy Cole.I come from Germany and My biggest wish is to have contact with you.I know that I never can see you but itÃ¯Â¿Â½s OK.,Not Suicide post,True,25,0.48
 I love each time up post an update. Ur profile picture is an amazing site let me tell u!,Not Suicide post,True,19,0.3684210526315789
why is it that everyday i hate my life more and more i really feel im destined to be miserable forever,Potential Suicide post,False,21,0.5714285714285714
"searching for a good dress, any care to help me?",Not Suicide post,True,10,0.4
I just finished feeding Kayden his breakfast so now we are relaxing and watching Shrek.,Not Suicide post,True,15,0.5333333333333333
When my Bottle Pop Shake me!..,Not Suicide post,True,6,0.3333333333333333
" oh blimey, it's not you is it?? don't worry, I wouldn't say anything here that i wouldn't say to them personally.",Not Suicide post,True,21,0.6190476190476191
"Just waking up and can't decide what drink to have for breakfast &amp; some people are becoming twitter addicts, its funny",Not Suicide post,True,21,0.47619047619047616
and as we turn and look to the future..... very interesting times ahead,Not Suicide post,True,13,0.5384615384615384
RT : Congratulations to #BTS for winning Music Group of 2018 at the #PCAs. https://t.co/H278vwYwMt,Not Suicide post,True,15,0.3333333333333333
going back to OS X after a forced 5 month hiatus with only my Windows and Linux boxes makes me a happy camper,Not Suicide post,False,23,0.391304347826087
"1/2 hr debugging for a CSS problem on a colleague's computer, before I remembered that I installed IE8 on my PC a couple of weeks ago",Not Suicide post,True,26,0.46153846153846156
RT : anyways arohas lets work hard to show our love and support for astro in this comeback as they provide us with another good,Not Suicide post,True,25,0.36
",Tillsonburg, Ontario, Ok.",Potential Suicide post,True,3,0.0
"I took a Twitter break, now I'm back",Not Suicide post,True,8,0.375
" Hah! Round is a shape, indeed, and there are round parts of me I'd like to plane down.",Not Suicide post,True,18,0.4444444444444444
"RT : nishinoya, small and ready to die: eat my ass spirits",Potential Suicide post,True,12,0.25
RT : 2 wins in 2 weeks . Congratulations  ! Machine,Not Suicide post,True,11,0.09090909090909091
I think it may be time for some really dirty songs from Nickelback lol,Not Suicide post,False,14,0.42857142857142855
" It's just a toolbar with a set of functions, not very special. Actually it's not that specifically useful for a translator.",Not Suicide post,True,21,0.6190476190476191
"Fuck it, I can't sleep! Going shopping today",Not Suicide post,True,8,0.125
I be asking god why do I keep loosing people in my life but I see why everyday you can't move ahead in life,Not Suicide post,True,24,0.5
"Hurrah! Someone is listening! Delay so long, have now missed meeting. Back home to walk dog and reschedule",Not Suicide post,True,18,0.3333333333333333
"  I think he got our descriptions mixed up Bugmum Either that or you gotta tease him more, treat em mean.....",Not Suicide post,True,20,0.4
 Had to follow after reading that tweet about &quot;Why is it that every second ...&quot;,Not Suicide post,True,15,0.5333333333333333
I hate myself,Potential Suicide post,False,3,0.6666666666666666
 Looking forward to the new website,Not Suicide post,False,6,0.3333333333333333
Wishing you all the happiness and love in theâ¦,Not Suicide post,True,9,0.5555555555555556
"feel like running away, far away, in a great place where no one can find me.",Not Suicide post,True,16,0.3125
"I'm gunna have a lazy day today. Woo, Good timezzzzzzzz",Not Suicide post,True,10,0.2
i want to kill myself but i am afraid to die i have been dealing with this pain for about 3 years i have seen many therapists and have tried medication nothing has worked i told my parents tonight that i wanted to commit suicide and it has caused nothing but chaos in my house i have been looking online for ways to die and have figured that drinking and taking medication is the way to go for me i have already been drinking but have been hesitant to take medication because i am scared to die i do not believe in god i do not know what comes after death i am scared of pain and afraid that it will hurt and i will not succeed,Potential Suicide post,False,127,0.5905511811023622
I stay up all night tryna make myself feel alright I'm too uncomfortable to fall asleep ugh fuck this bitch of a roâ¦ https://t.co/gkzZR3jNfW,Potential Suicide post,True,24,0.375
my life is meaningless i just want to end my life so badly my life is completely empty and i dont want to have to create meaning in it creating meaning is pain how long will i hold back the urge to run my car head first into the next person coming the opposite way when will i stop feeling jealous of tragic characters like gomer pile for the swift end they were able to bring to their lives,Potential Suicide post,False,79,0.46835443037974683
"RT :   Hi tita  now I know why she is the most humble and most genuine, even though itâ¦",Not Suicide post,True,19,0.47368421052631576
Why is it that I can absolutely nail my job that I despise with all my heart but manage to royally fuck up every siâ¦ https://t.co/sUX9u3Bo3q,Potential Suicide post,True,26,0.5769230769230769
sat at home doing nothing? looking foward to bakewell next week though,Not Suicide post,True,12,0.25
 I have liked Ryder for quite awhile &amp; it was good to see him perform on a televised fight. I am loving it,Not Suicide post,True,23,0.5217391304347826
 haha 2 am lol omg IM FREEZING TOO!! haha,Not Suicide post,True,9,0.1111111111111111
 i saw your photos! hot!,Not Suicide post,True,5,0.4
Cool! Now I have my own leaping theme music! I am going to forgo thinking about the fact that it is the Pepe Le Pew music and just leap,Not Suicide post,True,29,0.5517241379310345
" about time that Mc Flipside mix came out, its sooooooooooooo goooooooooood",Not Suicide post,True,11,0.2727272727272727
with my financial situation getting worse so does my mental health suicide is my plan z and i feel like i am about to reach plan z i think i should have just committed suicide at 15 years old when i thought about it a lot now i grew up and i made my life worse ,Potential Suicide post,False,56,0.5357142857142857
" "" Every day becomes a disappointment for us AMERICANS that want OUR AMERICA back AS it is to be ""! . Lâ¦ https://t.co/qRm2xOgJxL",Potential Suicide post,True,23,0.391304347826087
RT : I am supporting  for this.,Not Suicide post,True,7,0.42857142857142855
"I am just tired of everything, i wanna die",Potential Suicide post,True,9,0.5555555555555556
RT : how much anger must u be carrying to treat a stranger -whoâs life/struggles/battles you know nothing about- so poorly?â¦,Potential Suicide post,True,21,0.2857142857142857
prays for his new job career. praise god i got a new job.,Not Suicide post,True,13,0.3076923076923077
"Hooraaaaaaaaaay!!!!!!!! Proud to have been an itty bitty droplet in this ð.     Congratulations , youâ¦ https://t.co/rA4Xj5oWVf",Not Suicide post,True,16,0.375
RT : release my body,Potential Suicide post,True,5,0.2
RT : i swear some you motherfuckers WANT people to be horrible racist rapist homophobic pedophiles after they die and you giâ¦,Potential Suicide post,True,22,0.4090909090909091
 Me Happy Birthday! Loving the foxy avatar pic as well Serious party plans for the big day?,Not Suicide post,True,17,0.29411764705882354
i did something on the 2 of october i overdosed i just felt so alone and horrible i was in hospital for two days now when i walk down the hallways of my school they always look at me weird and say i should take more pills and i hate it i have no one i have this voice in my head now and it wont go away and i cant be myself anymore thanks for reading,Potential Suicide post,False,77,0.6103896103896104
Big Law Killed My Husband': An Open Letter From A Sidley Partner's Widow https://t.co/fm1oCvjRYy  #Suicide #Depression #Shame,Potential Suicide post,True,17,0.23529411764705882
 We can all have a fun ladies night! Anyone can join!,Not Suicide post,True,11,0.5454545454545454
"guess who will die today? thatâs me!! Iâm too tired of everything rn and Iâm too hurt,,",Potential Suicide post,True,17,0.35294117647058826
I just wanna bring up Mac didnât die from cocaine mixed with fentanyl. He literally had a line. .âshit ainât been tâ¦ https://t.co/wUElVuw1CO,Potential Suicide post,True,23,0.391304347826087
"Watching Tron Oh my goodness, genius stuff :-D. the bike scene just flashed by",Not Suicide post,True,14,0.2857142857142857
"Having Sugar Puffs for breakfast &amp; listening to McFly, what a great way to start my day",Not Suicide post,True,17,0.4117647058823529
 having 100+ slides again,Not Suicide post,True,4,0.5
",Newfoundland, Canada,RT : I want to say ill never be active again. Not quite sure, i dont have any reason to be on here anymore anyways bye everyone tâ¦",Potential Suicide post,True,29,0.3793103448275862
We are open again today from 10:00 am til 7 pm.. come in and see us,Not Suicide post,True,16,0.4375
 sorry I keep missing u kd u don't need to apoligise  for nothing we all have bad days an what u are dealingâ¦ https://t.co/aaKsXzHZoT,Potential Suicide post,True,24,0.4166666666666667
 bless ya fella,Not Suicide post,False,3,0.0
"RT : I never say my life is miserable, my life is pretty good not gonna lie. But what it seems to be a âprivilegedâ life may nâ¦",Potential Suicide post,True,28,0.42857142857142855
 Good routes here http://www.bikely.com/maps/bike-path/Manly-Dam-Mountain-Bike-Track was today's ride. 2 laps!,Not Suicide post,True,9,0.2222222222222222
This is painful and just the thought of losing another young person to suicide makes it extremely hard to see a famâ¦ https://t.co/45IlNiJt6h,Potential Suicide post,True,23,0.43478260869565216
 I LOVED YOU ON CHELSEA LATELY!!,Not Suicide post,True,6,0.5
 Moody Woods is absolutely awesome,Not Suicide post,False,5,0.2
"since we're talking abt him, hey uhh remember when YandereDev said intellectually disabled people deserve to die, pâ¦ https://t.co/eokuBuayM6",Potential Suicide post,True,19,0.10526315789473684
" : oh, that was great! Thanks, I'll pass it around.",Not Suicide post,True,10,0.3
OMG SERIOUS? WHY NOT? it was shit. im getting thursday off tho wat do you want to do. i got a reply YEOW!,Not Suicide post,True,23,0.391304347826087
 You're such a sweet daughter-in-law! I hope it goes well today!,Not Suicide post,True,11,0.45454545454545453
 Ooh! I've never been to the Alameda flea market. Must check it out. Thank you,Not Suicide post,True,15,0.3333333333333333
 Cool stuff!,Not Suicide post,True,2,0.0
I've truly never been happier with my life :))) I'm rid of all the toxic people who brought me down :))) and thoseâ¦ https://t.co/g8KBt7lbtw,Potential Suicide post,True,24,0.4166666666666667
 thats a big one!,Not Suicide post,True,4,0.25
 Was no reason for you to get banned 2k not right..Ronnie stay banning folks that do nothing but tryâ¦ https://t.co/zijyqCpXoE,Potential Suicide post,True,20,0.45
damn i really do hate myself,Potential Suicide post,False,6,0.5
Night all.. just enjoyed a chat on connect2mums. Check it out. http://connect2mums.ning.com/,Not Suicide post,True,12,0.3333333333333333
RT :  World got the right path celebrating 'Matri pitri pujan diwas' started by #Bapuji. #ServiceForHumanity,Not Suicide post,True,16,0.125
" Lol, he makes a few good points I love the 'customers who bought crocs also bought...', hilarious!",Not Suicide post,True,17,0.35294117647058826
aahhh i need sleep but cloverfield at 3am was worth it!,Not Suicide post,True,11,0.36363636363636365
" yeah, I remembered reading about that, I think someone else mentioned it.There's still room in the market",Not Suicide post,True,17,0.29411764705882354
" I gotcha this is my fridge: http://tinyurl.com/dxvmx7 ...not sure it's photographed well though, arg.",Not Suicide post,True,14,0.35714285714285715
Is glad she got changed 3 times this morning xD its lovely &amp; sunny,Not Suicide post,True,14,0.2857142857142857
i will probably kill myself before 2018 i have always been depressed as long as i can remember summers are better but school always makes it much worse i probably would have tried to kill myself last may if i had a car now i do last may was the worst its ever been i transferred to an early college program soi amtaking classes at the cc instead of my shitass high school ive only been in school for two weeks and its progressing way faster than normal idk why i want to die nothing traumatic has happened to me but i do i hate myself so much i will probably co myself if this doesnt get better soon,Potential Suicide post,False,119,0.5042016806722689
" 'Evening Carlota, not bad thanks ... a bit tired ... but that is normal ... *rolls eyes* ... ;-)",Not Suicide post,True,19,0.2631578947368421
 Well he was partially right! I do want him to get sick and die and I would dance on his grave! Mayâ¦ https://t.co/5AzPorJUos,Potential Suicide post,True,23,0.4782608695652174
 I am really good...tired but good,Not Suicide post,True,6,0.5
RT : Iâm at the point of the semester where Iâm so tired of everything. I just want to roll over and die.,Potential Suicide post,True,23,0.5217391304347826
"Today i almost kill myself because I almost hit by a bus, thank Allah.",Not Suicide post,True,14,0.42857142857142855
my friends think i'm weird because i watch the news all the time....watching the news,Not Suicide post,True,15,0.4666666666666667
i want to overdose on advil and benadryl and just end this i have enough to do the job i am really tired of this shit i just want to give up,Potential Suicide post,False,32,0.625
LOLOLOLOLOL I HATE HOW I TRUST PEOPLE WITH UGLY PICTURES OF MYSELF AND THEN THEY BREAK THAT TRUST LIKE LOL DAMN OK IT BE LIKE THAT SOMETIMES,Potential Suicide post,False,27,0.48148148148148145
Hers my view from Canada ..for what its worth. More than half of you did..or he wouldnt be president..he treats his friends like shit..everyone is now his enemy..the USA has lost ALL respect from here..we want tou to build the wall here..cause we just dont trust you anymore..,Potential Suicide post,True,48,0.4791666666666667
I want you to explain yourself to me.,Not Suicide post,True,8,0.625
RT : I am so jealous of this insane  story I want to die https://t.co/6RNqtfKlH5,Potential Suicide post,True,15,0.4666666666666667
 and such a beautiful (if typically Mac'y) web site too,Not Suicide post,True,10,0.4
"IM GOING TO KILL MYSELF my art teacher just expanded the homework we needed to go by like fucking FIVE TIMES, I THOâ¦ https://t.co/BYzGwBrFWB",Potential Suicide post,True,24,0.375
 that Dalek is great,Not Suicide post,False,4,0.5
"RT : Daughter was delighted to see this assistant referee today 'her hair is like mine, can I be a referee? '",Not Suicide post,True,22,0.36363636363636365
Mbappe is not tired.,Not Suicide post,True,4,0.5
"RT :  I agree itâs awful and makes no sense. Regardless of his last mistakes, he didnât deserve to die and mocking himâ¦",Potential Suicide post,True,23,0.34782608695652173
RT : The Pentagon spent millions to prevent suicides. But the suicide rate went up instead.  https://t.co/D7BaGVTi9h,Potential Suicide post,True,17,0.29411764705882354
man game of thrones is going to end next year and I'll have to wait 10 years for TWOW and ADOS to come out to get mâ¦ https://t.co/LIVsVvZC3M,Potential Suicide post,True,28,0.39285714285714285
hi! just joined and i think it's brill! haha still in bed........couldn't be bothered getting up! anyway..........BYE!,Not Suicide post,True,17,0.35294117647058826
thinking about killing myself i got raped at 10 years old by a drunk homeless man and who is trying to find where i live and i am now 19 year old boy with no friends my gf dumped me everyone hates me my mom and dad hate me i got abused when i was kid i dont have any reason to live anymore i want to kill myself,Potential Suicide post,False,69,0.5072463768115942
RT : Wasn't the performance we wanted but delighted with a point we're still unbeaten &amp; got the best GK in the world,Not Suicide post,True,23,0.391304347826087
"In ny No flight delays, thank goodness. Las vegas was memorable! Loved fob/atl/cs concert",Not Suicide post,True,14,0.21428571428571427
is going to take a nap before going for BM tuition.,Not Suicide post,True,11,0.45454545454545453
RT : They figure me a dead motherfucker,Potential Suicide post,True,8,0.375
 Isn't that sweet of them.... Altruism at it's finest....,Not Suicide post,True,9,0.5555555555555556
http://twitpic.com/2y7ho - edit = my mood,Not Suicide post,True,6,0.16666666666666666
 She's soo cute Good luck with the museum thing... lol,Not Suicide post,True,10,0.3
" I think the ginger next door are having a fight, like a bad one! I don't know what to do",Not Suicide post,True,20,0.55
Want to kill him.,Not Suicide post,True,4,0.25
why is mankind afraid of death lately i am asking myself more often and often why do we fear death nowdays back in the middle ages for example of course you fear getting in hell and stupid shit like that but today even if it is completly painless why would you struggle to just end it all i myself am not suicidal i would say even if i think about it more than often to just quit go the pussy but easy way why should i struggle with life instead of going the easy route personally i think its because mankind fears the unkown we dont know whats after death because none really came back from actual death and reported about it like actual clinical dead but is is really the only reason like i know i am not going to kill myself yet and it probably stays that way because i am just too much of a pussy to be a pussy if you get what i mean ,Potential Suicide post,False,169,0.5266272189349113
i want everyone to feel my pain i am sick of everyone trying to hold me down and take advantage of mei amsick of always being second choicei amsick of being neglected feared and hated i want everyone to feel my wrath and my pain i am sick of hiding in the shadows and just taking it all i want everything they ever did to me to happen to them and 100 times over i hope they never get reliefi amsick of people and i am not afraid to admit it and it makes me sick to see so many happy people with perfect lives they dont deserve it if i cant be happy why should anyone else be,Potential Suicide post,False,119,0.5294117647058824
"Back home and finished dinner. Just stopped by for a minute, still much to do tonight! Be back later",Not Suicide post,True,19,0.42105263157894735
" it is. The pizza place is standing room only around dinnertime. They had a pizza named after me, the Woo.",Not Suicide post,True,20,0.45
I'm so fucking tired of depression. I woke up feeling productive today now I don't want to do anything I feel shitâ¦ https://t.co/hdyYYzOq6X,Potential Suicide post,True,23,0.43478260869565216
 I mean.... my life is miserable so I guess light at the end of the tunnel,Potential Suicide post,True,16,0.5625
 Just working matey but i'm off next week,Not Suicide post,True,8,0.375
i am done my last post was how i am tired of living and the only good thing left in my life was my girlfriend but she just broke up with me and i feel so alone and hopeless i dont really feel like going on i really want to kill myself,Potential Suicide post,False,52,0.5769230769230769
eating as usual....cant wait for Pogo thursday night! whoop,Not Suicide post,True,9,0.2222222222222222
 And me too! *YAY!* GOOD MORNING!!!,Not Suicide post,True,6,0.3333333333333333
" well...good morning, i think...lol nothing like playing muscial chairs with where you sleep!",Not Suicide post,True,13,0.3076923076923077
 Thanks for the link to fastpitch!,Not Suicide post,True,6,0.5
*caugh* *caugh* I am ... Darth Batman! http://hex.io/kkf most brilliant crossover ever,Not Suicide post,True,12,0.25
why am i so weak that i cant keep up besides its not my new jobs fault thati amfeeling this way so why should i punish them by going on a leaveim supposed to be better than this at this pointi am so terrified of taking stress leave that nowi amstarting to be convinced killing myself is the only option my doctor has me on meds probably because i am crazy i dont know i dont have any friends either or a family support net so dont with that friend shit and all i have is my boyfriend to talk to but this isnt his problem i wont saddle him with my weakness i am a shit person i deserve this,Potential Suicide post,False,121,0.5867768595041323
I feel so lonely,Potential Suicide post,False,4,0.5
... I'm almost caught up on HIMYM! I watched 3-4 episodes with  last night! SSSSOOOO GOOD!,Not Suicide post,True,16,0.25
"RT : ""And a certain centurion's servant, who was dear unto him, was sick, and ready to die."" ~Luke 7:2 #Jesus #God #Bible",Potential Suicide post,True,23,0.2608695652173913
"Off to town now, see you later",Not Suicide post,True,7,0.42857142857142855
 Thank you for inspiring people to check out a great cause that they might not have otherwise known was out there,Not Suicide post,False,21,0.5714285714285714
forgot she had a twitter &amp; is pleased to know more people have joined.,Not Suicide post,True,14,0.5
"sis, don't. my life isnt how you  think it is. my life is a miserable.",Potential Suicide post,True,15,0.4666666666666667
 Ha! Nice...A lot like love is on tv right now what a cute movie!,Not Suicide post,True,14,0.35714285714285715
besties staying tonite !!,Not Suicide post,True,4,0.0
RT : Damn this is hardcore. I hate myself for preheating so many ovens against clear AP style. https://t.co/uWN48qF0nT,Potential Suicide post,True,19,0.3684210526315789
 hahas sucks to be you,Not Suicide post,False,5,0.6
 Thank you precious woman. May you receive that and exceedingly more than you could ever hope for or imagine.,Not Suicide post,True,19,0.47368421052631576
the time has finally come i am finally ready to end it all after 25 years of a sickening life i am ready to end it all i should have done it earlier but my life was all about coping i ll die with depression and as an involutary celibate thought of resorting to sex work before death but i have no motivation for that i ll die in the city where i was born the bridge is 75 meters tall so it should be enough to kill me if i fall on concrete goodbye meaningless world,Potential Suicide post,False,97,0.5876288659793815
" nothing to congratulate for, it's just a task, but thanks  i don't work in the Maemo group",Not Suicide post,True,17,0.5294117647058824
i am so tired i just want to sleep but i m afraid of what i might dream of i guess its just my own fault i guess that all of my problems are my own fault ive heard thats supposed to make me feel better because it means i can work to get better and change things it only makes me feel worse because i know i wont people wont care if i die i ve asked some at least then i could rest i wouldnt be tired i wouldnt be,Potential Suicide post,False,92,0.5652173913043478
i think my moment is coming it seems that the pieces of my life are already set it seems that fate so wants my mom will leave the house for a while for her work seems to be my opportunity to be free nobody cares if i die every day i get up and i think about suicide and how to carry it out i wish i had a gun i think i will find a way to do it ive already lost everything i can not enjoy my music like before the girl i like is in love with someone else i have no friends and i never had a girlfriend that disgust of life maybe is better leave this place ,Potential Suicide post,False,122,0.5655737704918032
wow i just woke up and there's a bag next to my bed. i hate alcohol! wtf happened tonight?!?! thanks everyone who came to my bday dinner,Not Suicide post,True,27,0.4074074074074074
 oh pants! I'm hanging out with the old folks back in England Defo b up 4 1 when I get back. tho,Not Suicide post,True,22,0.3181818181818182
 WHOA I WANT SOME TOO,Not Suicide post,False,5,0.6
#totd faves: Time for bed...have a good night/day ...see you in the am...if you...: faves: Time for bed.. http://ad.vu/c2sh,Not Suicide post,True,19,0.3157894736842105
I didn't want you to see the painting until it was done.,Not Suicide post,True,12,0.6666666666666666
He was tired.,Not Suicide post,True,3,0.6666666666666666
I'm so tired of living pay check to pay check. If any scammer wanna DM please do ðð,Potential Suicide post,True,18,0.3333333333333333
Y'a I'll go on a complete social media strike till I change myself completely. I'm about to unlearn all the fuckedâ¦ https://t.co/d2baPJ9Q6c,Potential Suicide post,True,22,0.36363636363636365
- Sitting in the studio talking to Danniee Beee who is ignoring me as he is adding friends to his Facebook;that is until he reads this,Not Suicide post,True,26,0.5769230769230769
This was a relationship she might want to pursue if he wasn't involved in something illegal.,Not Suicide post,True,16,0.5625
 But the dip keeps following me! Neh gaat alweer stuk beter gelukkig. Just one of those days!,Not Suicide post,True,17,0.29411764705882354
Installing meebO at http://pkab.wordpress.com. Now you can talk with me when I am online.,Not Suicide post,True,14,0.6428571428571429
My baby is tired.,Not Suicide post,True,4,0.5
Done with the stress,Not Suicide post,False,4,0.5
RT : My ultimate goal is to not end up like all the miserable people around me who settled in life and are perpetually bitter abouâ¦,Potential Suicide post,True,26,0.46153846153846156
" Also, do you own any designer clothes?",Not Suicide post,True,7,0.5714285714285714
If you're tired of living for the 1st and 15th and you NEED to do some IMMEDIATELY...like when your regular deodoraâ¦ https://t.co/5MOeekHS6M,Potential Suicide post,True,22,0.5909090909090909
 Select the tile option. It's a little square towards the bottom of the screen when you're changing the background,Not Suicide post,True,19,0.47368421052631576
 can't wait for Friday.. I'm coming to see the recording! do you know who Friday's guests are yet? looking forward to it,Not Suicide post,True,22,0.4090909090909091
Good morro! I had a dream that I was banned from GGUI,Not Suicide post,True,12,0.5833333333333334
" Don't make a topic, am sure you'll get some replies soon.",Not Suicide post,True,11,0.45454545454545453
I want you to clean the dishes.,Not Suicide post,True,7,0.5714285714285714
me when i finally die after saying i want to die every single day https://t.co/zXWoEexbQZ,Potential Suicide post,True,15,0.4
i r so tired but i suppose thats what i get for procrastinating. damn i hate having my ego tied up in grades... i blame capitalism,Not Suicide post,True,26,0.5
 Billie Holiday - I love this one Ã¯Â¿Â½TÃ¯Â¿Â½ainÃ¯Â¿Â½t NobodyÃ¯Â¿Â½s Business If I DoÃ¯Â¿Â½,Not Suicide post,True,13,0.3076923076923077
 dont worry we'll make the most out of it,Not Suicide post,True,9,0.5555555555555556
wanted to kill her.,Not Suicide post,True,4,0.25
",[#XB2RP  | #MVRP],yeah, fuck it. im logging out. ill maybe make another account some other time and follow people i like but i really dont want to be here anymore. i dont enjoy the verse, waaay too toxic.",Potential Suicide post,True,38,0.3157894736842105
Why did I even come back I want to fucking die I'm tired of everything,Potential Suicide post,True,15,0.4
RT : Buying your girl weaves is love language on its own ð¯,Not Suicide post,True,13,0.38461538461538464
"eating pre-peeled oranges, too lazy to peel my own orange.",Not Suicide post,True,10,0.4
 Goodmorning dude! long time no see,Not Suicide post,True,6,0.16666666666666666
"    You are being narrow minded....it's about the people, who jsutâ¦ https://t.co/4gsj86SZmV",Potential Suicide post,True,11,0.5454545454545454
 and in danish its &quot;rytme&quot;,Not Suicide post,True,5,0.6
I thought Iâve hated myself before but now i really truly hate myself so god damn much.,Potential Suicide post,True,17,0.47058823529411764
 welcome &amp; good to see you!,Not Suicide post,True,6,0.16666666666666666
"ahhh!!! The Shoe throwing Tradition.. After Pakistan and Iraq, Now in India http://bit.ly/s6lea",Not Suicide post,True,13,0.38461538461538464
tellin two of my bfflÃ¯Â¿Â½s to sign up here,Not Suicide post,True,9,0.5555555555555556
 thats right unc!!! what a game...,Not Suicide post,True,6,0.3333333333333333
",The Moon,I cant do this im a fucking wreck i havent touched a thing at work i have cried here since 8am but i dont want to leave because i have to go say goodbye to someone i shouldnt be. Idk what to do with myself anymore",Potential Suicide post,True,47,0.48936170212765956
Is up at 7 am for no reason. Had a great day yesterday... hopes today is just as good,Not Suicide post,True,19,0.5789473684210527
survive but tired like shit whatâs the point of living,Potential Suicide post,True,10,0.3
I hate myself sm. I just wanna die. I donât deserve to live.,Potential Suicide post,True,13,0.46153846153846156
" ""Thousands of dead children"", as he put it. Sigh.",Potential Suicide post,True,9,0.3333333333333333
I'm tired of living tbh,Potential Suicide post,True,5,0.2
Damn I hate myself,Potential Suicide post,False,4,0.5
 Nice pictures! Glad your having a good time!,Not Suicide post,True,8,0.375
 don't quit Twitter,Not Suicide post,True,3,0.3333333333333333
RT : Learn the art of being alone and being happy at the same time.,Not Suicide post,True,15,0.5333333333333333
" thanks for the help, i have realized that Now I need you to make it work.",Not Suicide post,True,16,0.625
"checking out virtual box, looks quite nice",Not Suicide post,True,7,0.14285714285714285
" Just woken up, very pleased he won. Was it a good match?",Not Suicide post,True,12,0.5
Somebody kill the evil version of me please!!,Potential Suicide post,True,8,0.375
"heading home today for easter break my parents don't think i'll be home til thursday, so what a surprise!",Not Suicide post,True,19,0.3684210526315789
RT :  Itâs a black Diwali for all of us who failed to #LetAvniLive. while we reached out to ur office with evideâ¦,Potential Suicide post,True,23,0.4782608695652174
I dont want to be here anymore,Potential Suicide post,False,7,0.5714285714285714
"I'm getting tired of people going through everything, like literally everytime I die its cuz someone goes my stuff",Potential Suicide post,True,19,0.2631578947368421
 uh oh you're in trouble,Not Suicide post,True,5,0.4
Won my first game of settlers ..and I didn't even realize I could have won the pound before haha,Not Suicide post,True,19,0.5263157894736842
"hey hey hey, just joined Twitter. sounds like a nice thing",Not Suicide post,True,11,0.18181818181818182
 baby id try anything for the first time wi you...,Not Suicide post,True,10,0.2
ptsd and alcohol i had some extremely horrible violent stuff happen to me a few years ago i was 21 nowi am26 i forgot about repressed it or whatever for several years something unrelated one day made me remember everything it all came flooding back into my mind and it was like i was reliving it all and felt like i was having a never ending panic attack for about 4 days this buried trauma explained a lot about why my alcohol pornography cigarette usages were all insanely high to the point they fucked up my life and relationships with people close to me in signifigant waysi amafraid to talk about what happened to anyone even people i trust like my family or a potential therapist due to extreme irrational paranoia about the people involved finding out and hurting me again and sometimesi amjust completely consumed by negative horrible thoughts and cant escape them i tried getting a sliding scale therapist a couple years ago and even t and gave up on the idea of therapy i dont know what to do i dont want to give up ,Potential Suicide post,False,188,0.4627659574468085
 No problem.,Not Suicide post,True,2,0.5
buying a gun tomorrow since stores are closed i ll spare you the details of my life since no one will give a shit anywayi amjust done with everything nothing helps yes i am well aware that i m not alone it doesnt make a shit of difference nothing can be done and i m sick of wasting life time money air as much as i love the people in my life they arent worth living with this shit nor are they of any help because they dont know what to do i tried knives but i cant bring myself to draw blood ,Potential Suicide post,False,103,0.49514563106796117
"There is only One seat at The Church of Jason. My Life; My Choice; My Belief; My artistic expression. Sorry, thereâ¦ https://t.co/cIilCixUQK",Potential Suicide post,True,22,0.45454545454545453
 heh heh but you cld use it for anything almost lol,Not Suicide post,False,11,0.36363636363636365
    sure just get that homework done while celebrating that poin https://t.co/oi7X3ZTLGy,Not Suicide post,True,11,0.36363636363636365
 haha it was alright. we ended up paying abt $900. and yes i am coming to school tmoro oh oli pood tday! ;D,Not Suicide post,True,23,0.34782608695652173
"Iâm tired of lies and living in lies, of people showing only the versions they want to show and of shows that people put on.",Potential Suicide post,True,25,0.44
Happy birthday big guy keep up the good work ,Not Suicide post,False,9,0.2222222222222222
 It's a nice piece of software indeed,Not Suicide post,True,7,0.42857142857142855
